proof_id,user_id,transaction_id,commitment_value,blinding_factor,range_min,range_max,proof_valid,verification_timestamp,proof_type
f4a6dccd-72dc-44f2-9133-ca6c87ce78d1,user_073,51dab3aa-6344-4886-8a7b-fa1e71b3eb39,7802317326853478427933229753506010398,126779,0.0,15000.0,True,2022-06-28 03:30:45,membership
f351bf0e-232c-4638-8b8e-546ca0cbd404,user_006,a5b64a37-057a-4f75-ada9-e620f485e844,21754611411756583685655341566589670878,245392,0.0,15000.0,True,2023-01-22 20:50:13,range_proof
68c1e2df-af93-4f90-ba3c-011b09eb3e7f,user_039,b83649b0-1acb-4d2f-b75f-cd94d1ea9371,46507232637918735409401282524478002101,753926,0.0,15000.0,True,2024-02-04 22:03:31,range_proof
5d11fc9e-cafd-4ea6-b491-b3820984c0ea,user_072,24673aaf-3444-4bb6-a40a-c082f7d4a218,65821267992540248480016389028190053883,596280,0.0,15000.0,True,2022-08-15 00:07:03,commitment
c8ab1938-b439-4d37-a589-bf77f5a66e52,user_081,2cb9d3ec-e5c1-45b7-b0c4-c896f3bef572,60407907167449718690570415517551554778,491117,0.0,15000.0,False,2024-04-14 22:55:53,commitment
8c7505b3-5621-48ab-b5ac-44e34a523855,user_012,636b4336-16e4-4599-933f-5aca524c949a,36707702002982874655703808301896669357,660252,0.0,15000.0,True,2024-06-26 22:57:55,commitment
57112c37-e226-4bfd-9ebf-547fcc848ac4,user_020,5cbf6f92-a098-46bb-a152-c7498eb058fb,11956297149651131814434605507200752652,127151,0.0,15000.0,True,2023-09-20 11:49:08,range_proof
15c2539f-3658-4f95-9f18-84e033fe315f,user_083,a162ff7a-9bed-4bb9-8639-8fd238beb8a7,169043406441360539502353866690850530585,869180,0.0,15000.0,True,2023-05-16 10:01:57,range_proof
59c9daf5-ca48-4581-86f6-45e41a507c31,user_011,4bb4cba1-dc86-498e-8670-2deca9a0f604,107181126143559331586976464975751440677,196891,0.0,15000.0,True,2024-04-22 21:26:34,range_proof
11662e36-9cfa-48d0-a903-568250a0e563,user_012,40b63a2f-f194-4cc5-926e-d9345d00ef17,53868509750341388124904124375012785937,227886,0.0,15000.0,True,2023-07-31 03:24:36,range_proof
2e4ea628-aa24-48fc-b698-94e41623f22a,user_026,9775b942-cad4-4095-b367-6e4965cc98a5,80963297994803210681819158210899786221,878133,0.0,15000.0,True,2022-04-25 05:51:42,commitment
71cbaf45-33fe-46e8-ade5-3cddbf13c3c2,user_098,5efa3087-2168-48c1-8606-0057388ec6fb,64325542750259041562076718916021151527,790444,0.0,15000.0,True,2022-02-18 03:28:26,range_proof
c2246e7e-d47e-489b-a37d-3cb23581bff7,user_061,8f050ec1-881b-48c1-825c-e403e05b2673,39490663390815000022764150058419145838,659321,0.0,15000.0,True,2024-12-04 14:52:49,commitment
c356503e-ef83-4998-bc07-d12870d492e1,user_003,b7faade5-e667-4340-a144-c3b6d86c9d40,138837423016034040998691704632988416459,435368,0.0,15000.0,True,2024-04-18 01:06:45,range_proof
2f1921cb-07fd-4df9-a3ce-ea8451ff7a8d,user_043,ce384915-81d7-415c-a771-eba56794e75b,70716474388172417321434134403983939628,314167,0.0,15000.0,True,2023-05-13 18:24:06,commitment
219b1b8f-2015-4846-969a-d662af2ddda6,user_019,6392e28d-724f-4d72-95af-dba0b404396c,136334457588409294581352516567276181139,600247,0.0,15000.0,True,2024-09-18 22:49:35,range_proof
da8c9d07-18e9-4421-a1f8-4310a98c6a88,user_046,99bfa55e-fd1c-4921-bb60-29e870b0b0bb,124297563191315696660487596419000747947,886981,0.0,15000.0,True,2024-12-24 05:35:11,range_proof
704c8462-0472-41cc-8aeb-96c30f6b2475,user_099,8c3019d5-be59-43cd-90df-c7ee1e6fb18b,136209962201371294135296532740897592372,931353,0.0,15000.0,True,2023-02-19 01:45:51,commitment
01ae92da-f2fa-493c-aad9-f98b7116676a,user_076,2f9d4883-c99d-4e29-a47c-876f9159a2a7,129528352944735696490751995565315008779,13980,0.0,15000.0,True,2024-12-07 09:15:17,membership
d0c9499c-b40f-4cd3-9282-1912baa75595,user_003,a6805691-27b8-466e-80da-c58c6ac472a0,112282905922500933448207721056979811504,369426,0.0,15000.0,True,2022-12-24 01:39:24,commitment
333485dc-5a08-4a3e-a612-b6e56b337b2f,user_088,f3e1478c-6e60-4629-bd9a-10717373d869,94574649345690475759307756784989191262,615027,0.0,15000.0,True,2022-02-13 02:51:07,membership
d66608a5-a359-43a3-a301-f693ec6768fc,user_009,77f879e0-79c4-4a5a-aaab-b622be8da213,105431866104954079803892655736993390000,320041,0.0,15000.0,True,2022-04-20 01:00:52,membership
97f3189e-f580-4cf2-a7ea-7b3d3160f259,user_025,eca34215-98de-4709-bdef-31282c9f3227,59519456712833237568659053149003955353,83223,0.0,15000.0,True,2024-02-17 14:33:37,range_proof
3fad8bbe-d9df-457c-9b3d-cfe9abb296a5,user_078,cc24ecd5-2d0b-4cf5-80e5-8136140a9871,30132110001300751940708899577311854917,745366,0.0,15000.0,True,2022-06-22 03:15:25,commitment
6f33a1b6-d284-4aad-936a-3142711eb551,user_037,791e7ba6-6f3e-476e-8e32-37f554032092,124073774264859581410793806743481887050,666173,0.0,15000.0,True,2024-03-28 23:08:38,commitment
a1fa1ab4-875b-4c3d-ba7b-2944058cfc6c,user_048,13df2300-9f1c-44c8-a082-31ec89c987fa,35779150438101385351934372750007128127,468616,0.0,15000.0,False,2023-03-28 12:54:52,membership
6e6fe574-8a77-496f-80c1-39c5a62750ac,user_024,273ca993-b2b2-4a7a-91e6-05be271f8e50,34622070174375522975879717173157782906,471882,0.0,15000.0,True,2024-12-28 11:43:48,range_proof
ca0ab4f8-8a59-4972-9acb-25d5a1e8eb07,user_008,6a006f90-b52a-41e3-8fb2-adfb387daea6,106991730180679786740256320642140716037,254691,0.0,15000.0,True,2024-01-26 04:50:15,commitment
adbf9106-1735-4528-a81e-3588b7d3f986,user_097,02233d99-76f4-4a71-9ce5-36d0d40e0c45,16521726540255594783311667839535204550,406911,0.0,15000.0,True,2023-04-03 23:55:12,membership
cfc355f0-1aa4-40f2-ade3-d8184e8e756f,user_038,c5383db2-ded2-42ba-b728-4d943c9c23cf,26901114632156826155097842325226224736,948630,0.0,15000.0,True,2022-02-20 02:29:11,membership
be5b69f7-4538-421a-8e93-ecb88737adba,user_014,b6b17438-efd9-49d7-bef8-f3398ddf6ad3,50308304572957985201709355647080045608,77503,0.0,15000.0,True,2024-03-06 07:36:04,membership
afaf43b3-b940-42c0-bb25-7d384ec1c76c,user_037,e1a8a048-0fd7-4ecc-9a6c-132d1284ca75,88527022811406852686246522437601686544,646510,0.0,15000.0,True,2023-03-20 20:45:22,commitment
adce90ee-908c-4754-a99d-0bd436cfb67f,user_044,180c95d5-ad56-4cc9-80ea-d1a694e212fa,140730311958623490333779524770558887446,891631,0.0,15000.0,True,2023-01-17 19:59:50,range_proof
c0fae312-ec53-40ce-bc32-17f87e1dcad6,user_060,520ead71-4bb1-4da0-bf42-52e355682cd8,113388492990255224763718938945021284550,697137,0.0,15000.0,True,2023-06-26 23:44:28,commitment
73dbf309-5766-4c65-aff2-331b724219f6,user_050,37d3180a-fa7a-44b2-9e6a-b225ac1ba714,104331142431538235298346134618249727449,995456,0.0,15000.0,True,2022-12-30 09:44:00,range_proof
bea282d0-2457-47ee-b4f4-0a0fe195342b,user_036,d7f83b6b-3cb9-4d1c-9f35-af17a485c1ab,160315806588258588452067553822529033344,287876,0.0,15000.0,True,2024-09-19 01:05:29,commitment
2e3d729f-1155-4f53-9f6a-1fa5c698a442,user_045,62a06500-29d4-4761-824e-c7ac562da19f,54202957412463793228427615820602365669,325998,0.0,15000.0,True,2023-12-11 19:27:51,commitment
244bf697-dc56-4615-9423-9d964836d68c,user_085,c9922a32-8df8-401b-99cd-b7e1de377ba9,47674919750737478925475290881796398378,800978,0.0,15000.0,True,2023-01-23 09:32:37,commitment
2730741d-f123-4ef1-bcec-b01188a7bbbb,user_062,9eb809fd-2a71-474b-b668-43c77aa81dc9,106042345781671400874936814808395412647,154297,0.0,15000.0,True,2024-09-25 12:10:13,membership
91a13ecc-b10c-4505-b587-9f36ecbdabb7,user_028,ac53efc2-86ad-4e2a-bced-d6473d0428c2,115226346561185284217427400712324644854,181952,0.0,15000.0,True,2024-02-27 12:51:34,range_proof
f97a3dc2-cd6f-4a91-89dc-ffae2a618b0e,user_040,5e7c75e4-0991-4954-994b-c92f8d2aeb05,40581356036351196973477424154237788441,300415,0.0,15000.0,True,2022-02-25 04:46:31,commitment
a37d4861-7ce3-4094-a2d5-b8a7b35b1c07,user_010,87730233-c23e-48cf-931f-551146465270,49060924898277497537181348431377885727,204038,0.0,15000.0,True,2024-11-24 07:51:51,commitment
b1a98316-8829-461b-8231-bb95f97b38e1,user_001,37ecd818-01d5-4111-84f4-8d88c3394e5d,100784291421448716518745253434891184834,225631,0.0,15000.0,True,2024-09-02 14:56:45,membership
a2c09728-0f76-4cc7-9411-3e36cd061eb1,user_006,4911fac4-97ce-4e7b-af36-89b584ea97dd,48380364489553684301868986177236389989,138754,0.0,15000.0,True,2023-09-17 14:37:41,commitment
77a09b02-0169-41de-9687-f55f4469bc56,user_081,d4803049-9674-436c-85b7-df212cdc4884,35481885108752159010876314019986412516,846953,0.0,15000.0,True,2024-04-18 05:20:32,range_proof
c25678a8-10d8-4636-aebf-acd5af26c3b9,user_040,bdd859b6-2aac-492b-b17a-85c8471b95da,110338205483250304299184907776076102834,625358,0.0,15000.0,True,2023-04-16 22:23:51,membership
358506e5-2d96-4525-bc51-f329c7457f2e,user_089,16506c0f-0a31-484d-bec3-2ea7ee1b12e4,138850487305778192065863130302132397181,306677,0.0,15000.0,True,2023-06-24 11:02:02,commitment
dda43cc4-e633-4d52-8315-1f566ad36d66,user_008,bcd9042e-bf8f-4a00-95f8-be9edf3e68e9,69544869163975672474027748925439724051,696451,0.0,15000.0,True,2024-06-28 22:08:18,membership
3d1eba00-9f47-4eb0-a642-4ba5cab6bce8,user_068,71fba903-606d-4aa4-8f35-58cf35cfbc66,142760357990054109905090470718608248805,562804,0.0,15000.0,True,2023-03-23 03:24:06,range_proof
e9c0f8e0-8f5a-4566-a8bf-21548007defa,user_093,73f3acbd-af35-4838-af37-3f620dbbd69e,144804675745026634927184493075998635833,191232,0.0,15000.0,True,2022-03-06 08:05:06,range_proof
4e7e55a6-6688-4b2f-b0a4-542929ceda08,user_009,f7c5a606-1165-461e-a93e-a6623e498a84,115082099979919988883125169534822991050,725076,0.0,15000.0,True,2024-08-04 12:20:27,range_proof
00b35d73-7c2d-4005-b916-de518b4a3db5,user_084,fd62a856-277f-425f-ac95-91ec2974628b,86471757158981164356625470683328845682,824988,0.0,15000.0,True,2023-04-01 22:49:20,membership
26a115e3-a0f2-4dbe-8163-de254fde85a6,user_048,2186f42f-e7f9-48b6-a504-c12acf2e9fd4,90241724311524589572801097203635579383,356233,0.0,15000.0,True,2023-04-02 11:47:35,commitment
5f83d80c-398e-44ba-b10a-6154c23e6d5d,user_044,41b084a8-1865-440e-8b48-75161b24301e,141996407665979049591603584080059195756,896495,0.0,15000.0,True,2024-01-01 08:04:42,membership
440102d3-8bcb-4710-82c1-d835fea4a2f0,user_036,c2beb937-f43e-4e32-876f-89d928076a62,82506910925134788667041611368945544731,374621,0.0,15000.0,True,2024-12-09 14:00:38,range_proof
e8478ee2-b200-4c51-9da2-3d78468ac4fe,user_029,916af061-4df5-46ca-8fa8-887aff11ec59,166483773317379250921285997776531145619,716533,0.0,15000.0,True,2022-05-06 15:56:29,range_proof
2ec617da-b160-4400-8f34-332be92aae9c,user_047,f2102387-67e5-44b4-bb96-e7a516faef37,137982737957506862270090127725322302727,587866,0.0,15000.0,True,2023-03-12 11:37:58,commitment
dca2bd47-8ea3-4835-b00b-d74b8dd1dec4,user_049,9e326149-3506-44dc-afdb-e0d1e59dbed7,89972799817822076809494157418062858808,991916,0.0,15000.0,True,2023-12-10 19:12:24,membership
89b1ca62-218f-45e6-b915-5cc16c78895b,user_085,6cf0d566-6464-47ee-949d-8d7d5aaeee34,169398999591038720056183134508494533197,93144,0.0,15000.0,True,2023-01-22 18:17:33,range_proof
14151f0f-f552-40d8-b390-29bc89904dc4,user_098,c8211b24-b8df-4f47-8e13-625c54a218ec,67191231964786789189765704156430664320,999784,0.0,15000.0,True,2022-05-20 16:32:46,range_proof
b549fd47-fa7e-408d-ae97-cdc7d5ef8834,user_074,a4f2556d-bc76-4ae2-bc16-186082d7beba,88721876651544880815656185457857958814,359039,0.0,15000.0,True,2022-03-29 08:34:12,commitment
4edc4013-f39a-4633-b2db-ed2857727146,user_038,1f29f7a6-de3d-408c-9c19-e3726bed219b,65714072437479334321172897492301266875,548994,0.0,15000.0,True,2023-03-16 03:16:55,range_proof
9a033cce-e5fc-431b-a114-649372131d1a,user_018,518ef6e8-2e66-4fa1-b2b5-4fc9158db68c,97851811648146772334375100758475289374,985034,0.0,15000.0,True,2024-02-17 18:56:04,commitment
6f1bac9b-cd60-44ea-aab5-0e835aedff0f,user_054,b584615f-a60a-4cae-a20e-4f3d3142aa17,65176149906216946041973164167956569732,969629,0.0,15000.0,True,2023-02-24 14:24:11,membership
9d5a480e-c2cd-4359-a571-fe4be4fcb553,user_007,c48f621d-3b01-4628-9e36-474c37825adc,19543390355252565225711817118049611469,912093,0.0,15000.0,True,2024-01-20 22:34:53,range_proof
ae0d1880-2845-4f1f-a14d-2ebf1117ab77,user_003,f5eb67da-d639-414d-965b-e14271ca365f,98382321831464323814633566389904057532,164109,0.0,15000.0,True,2023-07-25 19:16:15,membership
34b56e7e-88a6-4526-9414-1fa0927b21c3,user_044,64c16618-50b6-427c-929f-79185bdd9058,35076758301879280957226923818244090383,461150,0.0,15000.0,True,2024-01-02 18:50:13,membership
7a890c2a-2e94-41d9-b259-68f0b852ca66,user_050,46bfe686-f099-45ec-9aa5-554560a39336,73319722156690832006505195658917799161,584451,0.0,15000.0,True,2022-10-14 01:51:31,commitment
3eeb6c3d-a88a-4388-9cb5-0622db40792f,user_009,0486720e-b357-4ba9-8c8a-efd23dc34118,105119133766102214791442995657398717076,594688,0.0,15000.0,True,2024-02-02 00:57:09,membership
5413bef9-d282-431d-8b03-f876c42242f8,user_007,2ce493f6-cbe6-459d-bf18-78e2f513e198,88077226069303725959557799400682897951,916128,0.0,15000.0,True,2022-11-26 21:04:32,range_proof
a6e82f42-140c-433f-bd0a-7c3baf5ef8ae,user_060,2bcc1d7c-76e3-4c32-9f8d-51244beb7cc1,31379891257001578468498964768002017303,549937,0.0,15000.0,True,2024-11-29 14:53:49,membership
f7a6c9dc-e1b7-4933-a818-1d0671626d4f,user_093,2fe7a4b1-6317-4a1b-998c-e5176e6ea692,19385469283335557063725741813785556177,537402,0.0,15000.0,False,2023-12-02 11:58:54,commitment
494ed3c0-9d24-49f5-9987-7a1180331e0e,user_064,392fb0f4-fc36-4dfb-83ff-77b9ee50329b,5877395019843857237878435060206222216,207869,0.0,15000.0,True,2022-10-15 17:12:39,membership
5ec6ddf5-9b6b-4de4-afaf-8314e76ccef5,user_084,e6138f8b-9230-48db-9c9b-de4f77ce001e,143102560464420064784297731532982339591,19427,0.0,15000.0,True,2023-03-29 03:54:00,membership
01643063-25bb-498d-bc8e-4c1bb4b2dac2,user_019,1b42db28-3ccb-4960-a0c6-caf79ef73044,137279840633725551460910031652580406498,375002,0.0,15000.0,True,2022-06-15 11:56:01,membership
92621912-6087-44d1-8e8a-ba822ece2080,user_032,60ba4713-b0d0-4b53-b23f-f5f77b82ec02,76374506097334552865953038990297577250,782064,0.0,15000.0,True,2023-08-24 12:21:28,membership
14b5899f-454d-4f73-82c1-9ee31904f326,user_037,fefad677-27e8-4629-bd3b-7212f6b907fd,29891356186720739200062946347303614560,216006,0.0,15000.0,True,2023-05-08 20:57:34,commitment
32009c92-2aff-418a-916d-382c221fb869,user_004,d9435049-9808-4b20-a6e8-b5e89f53f577,154492509446870225061514243127349965374,51467,0.0,15000.0,True,2024-11-27 15:10:59,membership
6fb51c3a-f5eb-45d4-b30a-3c52d40d3806,user_085,77c0e1ca-1830-49ae-b54c-4f48f8f4714d,26580825397534585606195840138823360669,657916,0.0,15000.0,True,2024-02-17 04:51:58,membership
a2c98cfe-f913-4fd8-807c-9fc68d0211c0,user_098,d2ce7549-8e99-42e2-b14d-dfef7391b663,131731405243210118212040844625498398741,923120,0.0,15000.0,True,2022-11-23 08:24:12,membership
7a7571d9-980d-48bc-8a73-8a09f1e09265,user_027,1e3e8958-4b70-4cc1-aa89-9c44e630440c,2870936021447748872350136491597327181,103807,0.0,15000.0,True,2023-11-08 12:15:13,commitment
a23200d5-d7d1-46fc-b132-c9c03212eecd,user_073,a7b950a5-cbeb-4aab-a479-1b3284be2c8e,6753549523985306843822915995284707760,592267,0.0,15000.0,True,2023-01-01 17:35:29,membership
f6c93e23-c904-4cb6-88fb-e02ecd749232,user_008,d40887b2-cd9e-4df9-a022-da51b2ac93cb,145373696838997879838944813345070372910,485476,0.0,15000.0,True,2023-07-20 06:13:14,range_proof
2923c1e4-6572-42cf-a503-fd7bab7fbece,user_078,19e56404-2776-4e22-b10b-729504c071d6,127394959462768388605963568562288073184,545390,0.0,15000.0,True,2023-01-14 21:46:47,commitment
01a0cb6c-e80c-49e0-bbdd-e2be1a9e53d2,user_073,a4b17313-27ad-423d-8215-e6ef1bef1add,27826149841000182689278063924687976683,312440,0.0,15000.0,True,2023-09-12 14:15:41,commitment
f3ad9979-7ba5-4286-9df8-a56b32ce6af9,user_015,8049b79e-f30d-4d1d-9bae-0e80d29718cd,107007884867149232647859853682415877787,317073,0.0,15000.0,True,2024-04-11 07:19:50,range_proof
fdea3b47-9a42-4d0c-8935-4e84f5105e6f,user_038,a9545785-8462-44df-825f-5e235a7c0cc6,44949446873486953971345624657356870236,477539,0.0,15000.0,True,2024-05-23 23:25:20,commitment
7c93b4f8-49d7-424d-b6c6-7255a076fab5,user_003,4be88fc8-e3fd-4f15-9c54-f347974361e8,63629621377365218643495554992822929492,788450,0.0,15000.0,True,2024-02-21 15:05:53,commitment
c4c37174-31d2-42fa-a1d1-b4fee4e5e58b,user_051,2242321c-4021-4dbb-856f-11337cb113fe,133066078822144272601219709355713714903,515798,0.0,15000.0,False,2023-06-03 08:06:52,range_proof
68df4d53-27a8-4c6b-8adf-4d0253b4d952,user_037,08002778-dc59-45c5-bd38-f7b66de9e428,26539211174092209460901806094153657908,597706,0.0,15000.0,True,2023-08-12 12:23:02,membership
012a1844-1f14-47a5-bc48-25b10889e8c8,user_020,0b6888b7-9f94-4042-a3ce-6ebfc55dd988,147777815771054248086115387211150273681,208680,0.0,15000.0,True,2024-08-21 02:05:20,commitment
ae99a2b5-cf16-42df-b382-e9d90dbd8e90,user_100,a84cf0ea-b10f-437a-a8b7-bb0e7bd0cb8a,127531589690898005897846356850864507636,241034,0.0,15000.0,True,2023-06-27 10:24:50,membership
2ac83156-1a96-4ade-aade-3da6cfe3a1d3,user_099,2a194ed9-3351-4394-bb4a-6426826aac26,11215188480589869134035698206025266627,216116,0.0,15000.0,True,2022-05-14 13:15:39,membership
d576f71f-a37c-432d-8af7-091021198241,user_092,620441f9-7e30-4283-a1c1-6e86a229a284,56012764529754517548911150948222994309,228738,0.0,15000.0,True,2022-10-11 01:11:48,membership
71d2a65b-94f0-4fec-8eae-ac4053cba511,user_092,3e986900-86b5-4bfa-926e-a2534a32f2f2,9911310055974947248161288471014698572,251992,0.0,15000.0,True,2022-02-06 19:10:13,range_proof
6c605c1f-9c1d-4ffb-bdbf-c7837f492213,user_065,30cb3091-141c-423e-9960-60258238e351,122158828892622933836333789579994772859,308581,0.0,15000.0,True,2023-05-25 20:02:27,range_proof
7a249ca0-4c29-419b-913d-32c585636a3b,user_062,fd18cb2e-0610-40dc-b14a-37dfc1e1e454,41345244256943627122141368942725664779,236162,0.0,15000.0,True,2023-02-04 05:56:39,range_proof
4a8247ff-40c2-4d9e-95a0-51bf705fe098,user_015,e3b56c35-f1d9-490d-842b-7de67dc635c1,76253512317224484201695815543966521344,886852,0.0,15000.0,True,2022-02-10 19:07:56,commitment
29e4f068-4495-41a6-a954-206cb32c7a3b,user_031,39574e78-8472-41a8-a7b3-c81c2d86197e,98143771909917651976041722552433364604,465528,0.0,15000.0,True,2022-12-22 01:13:02,commitment
ff9f6fbb-15df-4ff3-a068-9134eb6f8f4d,user_043,2ee37cac-21ea-4f31-a85e-0512f2d50263,18404582271151150476351974123908736711,779830,0.0,15000.0,True,2022-06-18 06:46:26,commitment
2e6c8b7f-b3d0-40a2-a14e-0684571a306b,user_061,c33c3ad3-5497-49a0-bb71-61e8c29a4c6f,78652444769549403675582698741109241383,372036,0.0,15000.0,True,2023-11-16 01:32:02,commitment
d5045a45-1be6-490d-a20a-5a498d31868b,user_013,fb85dfe4-2760-482c-a3c6-7d9f0432a873,106643728984893640930670455656945361755,807964,0.0,15000.0,True,2024-09-22 15:41:22,membership
b82764b2-73da-4ce7-8452-da9f346f71d2,user_060,ded1d314-21ce-407c-93a2-dc9b27599610,128204391109888728471191787245732254195,75628,0.0,15000.0,True,2024-05-05 06:25:00,membership
44bee4eb-b2b6-482b-adac-361d49a0a5da,user_014,896be715-acd8-45ad-ae17-6ee9d725ee84,31235963535358934260007616567636182806,907324,0.0,15000.0,True,2022-07-19 20:12:33,range_proof
76179812-29ac-4321-8917-61ca45431fce,user_095,0154b714-02f4-4a8d-baa6-32a70c6a864d,77151114119579835357438914209961723081,165797,0.0,15000.0,True,2023-04-12 05:37:48,commitment
7c3a8708-a56d-4aad-aa13-ff9f780893f7,user_030,ccfc20c0-df1e-4137-8741-d59cd08faa89,47509198847861988047221010746450655303,581117,0.0,15000.0,True,2023-11-01 16:04:58,range_proof
0a60c73d-b87e-4b0e-bf8c-ea0d9b109f2e,user_099,48cb9f8e-e1b0-44d0-8aee-72d9abef57d8,117354522387550047066453156581922167876,549903,0.0,15000.0,True,2023-12-20 10:16:55,membership
f1928fc9-7fd3-47a7-9b26-86e7321afaf9,user_073,e2d923a8-0242-484f-a524-4459e4a47dfb,150402034025197884790407228443614472637,36824,0.0,15000.0,False,2023-07-08 15:19:46,membership
c02933c0-78a5-4eb7-afa4-fd9b5577a635,user_012,c022cd9e-bc85-4591-a18d-19d6bf6a6648,47003581636808774954283994295082181280,458824,0.0,15000.0,True,2022-03-21 12:19:13,commitment
50ea5d10-3502-4b3d-8519-d5c0b7254d1a,user_053,73d5107e-a48c-4750-ace7-03baf4bcad23,158088571971607632618147972043714782806,999252,0.0,15000.0,True,2022-05-26 01:19:39,commitment
2f67bad1-bd29-44e4-848c-55a30dddc5bf,user_047,f4c77d5e-aa9d-4147-ae83-72c2dc5c18a1,96404370808508333749134574988646800453,813656,0.0,15000.0,True,2024-03-05 16:27:44,range_proof
5145f4e8-aa5d-44ab-9064-ca4c48098e59,user_028,35a61a5d-f2fb-4768-a997-ab003510f89d,69370857841638114766923888751201004563,588950,0.0,15000.0,False,2022-03-06 00:00:51,commitment
bc94a339-1987-4576-99e4-7d7c5e538251,user_006,8357e9c2-cdf9-4b23-958a-dea269f7fbb2,48741372934912974260042609889487929681,566778,0.0,15000.0,True,2024-01-01 03:20:43,commitment
8e62d459-adcb-4377-b46a-5ca3b77065c0,user_039,3a1be8e5-74eb-40f1-ab29-0996f56e4791,6350252384865552685976244153061982501,823233,0.0,15000.0,False,2022-06-28 15:43:23,membership
